Curso	Ano	Matriculados
SAUDE_COLETIVA	2014	204
SAUDE_COLETIVA	2014	210
SERVICO_SOCIAL	2014	129
SERVICO_SOCIAL	2014	132
TEATRO	2014	169
TEATRO	2014	171
ZOOTECNIA	2014	99
ZOOTECNIA	2014	121
ADMINISTRACAO	2015	1552
ADMINISTRACAO	2015	1555
ADMINISTRACAO_PUBLICA_E_SOCIAL	2015	30
ADMINISTRACAO_PUBLICA_E_SOCIAL	2015	60
AGRONOMIA	2015	456
AGRONOMIA	2015	466
ARQUITETURA_E_URBANISMO	2015	567
ARQUITETURA_E_URBANISMO	2015	573
ARQUIVOLOGIA	2015	151
ARQUIVOLOGIA	2015	156
ARTES_VISUAIS	2015	517
ARTES_VISUAIS	2015	522
BACHARELADO_EM_DESENVOLVIMENTO_RURAL_EAD	2015	194
BACHARELADO_EM_DESENVOLVIMENTO_RURAL_EAD	2015	233
BIBLIOTECONOMIA	2015	335
BIBLIOTECONOMIA	2015	337
BIOMEDICINA	2015	136
BIOMEDICINA	2015	138
BIOTECNOLOGIA	2015	98
BIOTECNOLOGIA	2015	112
CIENCIA_DA_COMPUTACAO	2015	553
CIENCIA_DA_COMPUTACAO	2015	572
CIENCIAS_ATUARIAIS	2015	194
CIENCIAS_ATUARIAIS	2015	214
CIENCIAS_BIOLOGICAS	2015	506
CIENCIAS_BIOLOGICAS	2015	530
CIENCIAS_BIOLOGICAS_CECLIMAR	2015	73
CIENCIAS_BIOLOGICAS_CECLIMAR	2015	88
CIENCIAS_CONTABEIS	2015	704
CIENCIAS_CONTABEIS	2015	731
CIENCIAS_ECONOMICAS	2015	731
CIENCIAS_ECONOMICAS	2015	739
CIENCIAS_JURIDICAS_E_SOCIAIS	2015	1278
CIENCIAS_JURIDICAS_E_SOCIAIS	2015	1467
CIENCIAS_SOCIAIS	2015	778
CIENCIAS_SOCIAIS	2015	880
COMUNICACAO_SOCIAL	2015	351
COMUNICACAO_SOCIAL	2015	402
DANCA	2015	136
DANCA	2015	137
DESIGN	2015	43
DESIGN	2015	69
DESIGN_DE_PRODUTO	2015	169
DESIGN_DE_PRODUTO	2015	195
DESIGN_VISUAL	2015	163
DESIGN_VISUAL	2015	184
EDUCACAO_DO_CAMPO_LITORAL	2015	30
EDUCACAO_DO_CAMPO_LITORAL	2015	88
EDUCACAO_DO_CAMPO_PORTO_ALEGRE	2015	10
EDUCACAO_DO_CAMPO_PORTO_ALEGRE	2015	66
EDUCACAO_FISICA	2015	746
EDUCACAO_FISICA	2015	770
ENFERMAGEM	2015	461
ENFERMAGEM	2015	471
ENGENHARIA_AMBIENTAL	2015	159
ENGENHARIA_AMBIENTAL	2015	166
ENGENHARIA_CARTOGRAFICA	2015	154
ENGENHARIA_CARTOGRAFICA	2015	163
ENGENHARIA_CIVIL	2015	1006
ENGENHARIA_CIVIL	2015	1009
ENGENHARIA_DE_ALIMENTOS	2015	155
ENGENHARIA_DE_ALIMENTOS	2015	162
ENGENHARIA_DE_COMPUTACAO	2015	309
ENGENHARIA_DE_COMPUTACAO	2015	324
ENGENHARIA_DE_CONTROLE_E_AUTOMACAO	2015	159
ENGENHARIA_DE_CONTROLE_E_AUTOMACAO	2015	175
ENGENHARIA_DE_ENERGIA	2015	128
ENGENHARIA_DE_ENERGIA	2015	135
ENGENHARIA_DE_MATERIAIS	2015	172
ENGENHARIA_DE_MATERIAIS	2015	197
ENGENHARIA_DE_MINAS	2015	148
ENGENHARIA_DE_MINAS	2015	153
ENGENHARIA_DE_PRODUCAO	2015	350
ENGENHARIA_DE_PRODUCAO	2015	359
ENGENHARIA_ELETRICA	2015	446
ENGENHARIA_ELETRICA	2015	447
ENGENHARIA_FISICA	2015	124
ENGENHARIA_FISICA	2015	128
ENGENHARIA_HIDRICA	2015	59
ENGENHARIA_HIDRICA	2015	87
ENGENHARIA_MECANICA	2015	707
ENGENHARIA_MECANICA	2015	710
ENGENHARIA_METALURGICA	2015	275
ENGENHARIA_METALURGICA	2015	292
ENGENHARIA_QUIMICA	2015	507
ENGENHARIA_QUIMICA	2015	524
ESTATISTICA	2015	168
ESTATISTICA	2015	175
FARMACIA	2015	589
FARMACIA	2015	600
FILOSOFIA	2015	294
FILOSOFIA	2015	322
FISICA	2015	436
FISICA	2015	449
FISIOTERAPIA	2015	157
FISIOTERAPIA	2015	161
FONOAUDIOLOGIA	2015	117
FONOAUDIOLOGIA	2015	119
GEOGRAFIA	2015	398
GEOGRAFIA	2015	422
GEOLOGIA	2015	238
GEOLOGIA	2015	243
HISTORIA	2015	652
HISTORIA	2015	656
HISTORIA_DA_ARTE	2015	114
HISTORIA_DA_ARTE	2015	120
INTERDISCIPLINAR_EM_CIENCIA_E_TECNOLOGIA_LITORAL_NORTE	2015	84
INTERDISCIPLINAR_EM_CIENCIA_E_TECNOLOGIA_LITORAL_NORTE	2015	116
JORNALISMO	2015	176
JORNALISMO	2015	195
LETRAS	2015	891
LETRAS	2015	995
MATEMATICA	2015	405
MATEMATICA	2015	422
MEDICINA	2015	833
MEDICINA	2015	857
MEDICINA_VETERINARIA	2015	543
MEDICINA_VETERINARIA	2015	556
MUSEOLOGIA	2015	131
MUSEOLOGIA	2015	140
MUSICA	2015	305
MUSICA	2015	321
NUTRICAO	2015	281
NUTRICAO	2015	291
ODONTOLOGIA	2015	560
ODONTOLOGIA	2015	575
PEDAGOGIA	2015	483
PEDAGOGIA	2015	491
PEDAGOGIA_EAD	2015	190
PEDAGOGIA_EAD	2015	245
POLITICAS_PUBLICAS	2015	194
POLITICAS_PUBLICAS	2015	212
PSICOLOGIA	2015	371
PSICOLOGIA	2015	376
QUIMICA	2015	523
QUIMICA	2015	542
RELACOES_INTERNACIONAIS	2015	255
RELACOES_INTERNACIONAIS	2015	256
RELACOES_PUBLICAS	2015	178
RELACOES_PUBLICAS	2015	195
SAUDE_COLETIVA	2015	211
SAUDE_COLETIVA	2015	217
SERVICO_SOCIAL	2015	132
SERVICO_SOCIAL	2015	151
TEATRO	2015	168
TEATRO	2015	179
ZOOTECNIA	2015	122
ZOOTECNIA	2015	143
ADMINISTRACAO	2016	1579
ADMINISTRACAO	2016	1621
ADMINISTRACAO_PUBLICA_E_SOCIAL	2016	88
ADMINISTRACAO_PUBLICA_E_SOCIAL	2016	110
AGRONOMIA	2016	474
AGRONOMIA	2016	479
ARQUITETURA_E_URBANISMO	2016	589
ARQUITETURA_E_URBANISMO	2016	611
ARQUIVOLOGIA	2016	143
ARQUIVOLOGIA	2016	163
ARTES_VISUAIS	2016	494
ARTES_VISUAIS	2016	520
BACHARELADO_EM_DESENVOLVIMENTO_RURAL_EAD	2016	178
BACHARELADO_EM_DESENVOLVIMENTO_RURAL_EAD	2016	185
BIBLIOTECONOMIA	2016	331
BIBLIOTECONOMIA	2016	333
BIOMEDICINA	2016	147
BIOMEDICINA	2016	153
BIOTECNOLOGIA	2016	104
BIOTECNOLOGIA	2016	116
CIENCIA_DA_COMPUTACAO	2016	597
CIENCIA_DA_COMPUTACAO	2016	601
CIENCIAS_ATUARIAIS	2016	206
CIENCIAS_ATUARIAIS	2016	224
CIENCIAS_BIOLOGICAS	2016	556
CIENCIAS_BIOLOGICAS	2016	606
CIENCIAS_BIOLOGICAS_CECLIMAR	2016	72
CIENCIAS_BIOLOGICAS_CECLIMAR	2016	85
CIENCIAS_CONTABEIS	2016	728
CIENCIAS_CONTABEIS	2016	734
CIENCIAS_ECONOMICAS	2016	736
CIENCIAS_ECONOMICAS	2016	761
CIENCIAS_JURIDICAS_E_SOCIAIS	2016	1475
CIENCIAS_JURIDICAS_E_SOCIAIS	2016	1638
CIENCIAS_SOCIAIS	2016	848
CIENCIAS_SOCIAIS	2016	854
COMUNICACAO_SOCIAL	2016	253
COMUNICACAO_SOCIAL	2016	286
DANCA	2016	139
DANCA	2016	148
DESIGN	2016	9
DESIGN_DE_PRODUTO	2016	210
DESIGN_DE_PRODUTO	2016	216
DESIGN_VISUAL	2016	208
DESIGN_VISUAL	2016	231
EDUCACAO_DO_CAMPO_LITORAL	2016	70
EDUCACAO_DO_CAMPO_LITORAL	2016	133
EDUCACAO_DO_CAMPO_PORTO_ALEGRE	2016	40
EDUCACAO_DO_CAMPO_PORTO_ALEGRE	2016	104
EDUCACAO_FISICA	2016	814
EDUCACAO_FISICA	2016	862
ENFERMAGEM	2016	449
ENFERMAGEM	2016	477
ENGENHARIA_AMBIENTAL	2016	178
ENGENHARIA_AMBIENTAL	2016	183
ENGENHARIA_CARTOGRAFICA	2016	158
ENGENHARIA_CARTOGRAFICA	2016	163
ENGENHARIA_CIVIL	2016	1020
ENGENHARIA_CIVIL	2016	1052
ENGENHARIA_DE_ALIMENTOS	2016	158
ENGENHARIA_DE_ALIMENTOS	2016	171
ENGENHARIA_DE_COMPUTACAO	2016	340
ENGENHARIA_DE_COMPUTACAO	2016	350
ENGENHARIA_DE_CONTROLE_E_AUTOMACAO	2016	181
ENGENHARIA_DE_CONTROLE_E_AUTOMACAO	2016	185
ENGENHARIA_DE_ENERGIA	2016	144
ENGENHARIA_DE_ENERGIA	2016	152
ENGENHARIA_DE_MATERIAIS	2016	178
ENGENHARIA_DE_MATERIAIS	2016	190
ENGENHARIA_DE_MINAS	2016	159
ENGENHARIA_DE_MINAS	2016	161
ENGENHARIA_DE_PRODUCAO	2016	372
ENGENHARIA_DE_PRODUCAO	2016	382
ENGENHARIA_ELETRICA	2016	451
ENGENHARIA_ELETRICA	2016	472
ENGENHARIA_FISICA	2016	144
ENGENHARIA_FISICA	2016	147
ENGENHARIA_HIDRICA	2016	87
ENGENHARIA_HIDRICA	2016	100
ENGENHARIA_MECANICA	2016	730
ENGENHARIA_MECANICA	2016	741
ENGENHARIA_METALURGICA	2016	288
ENGENHARIA_METALURGICA	2016	302
ENGENHARIA_QUIMICA	2016	523
ENGENHARIA_QUIMICA	2016	527
ESTATISTICA	2016	161
ESTATISTICA	2016	181
FARMACIA	2016	593
FARMACIA	2016	594
FILOSOFIA	2016	311
FILOSOFIA	2016	350
FISICA	2016	465
FISICA	2016	480
FISIOTERAPIA	2016	168
FISIOTERAPIA	2016	169
FONOAUDIOLOGIA	2016	123
FONOAUDIOLOGIA	2016	129
GEOGRAFIA	2016	436
GEOGRAFIA	2016	447
GEOLOGIA	2016	220
GEOLOGIA	2016	227
HISTORIA	2016	700
HISTORIA	2016	722
HISTORIA_DA_ARTE	2016	129
HISTORIA_DA_ARTE	2016	139
INTERDISCIPLINAR_EM_CIENCIA_E_TECNOLOGIA_LITORAL_NORTE	2016	118
INTERDISCIPLINAR_EM_CIENCIA_E_TECNOLOGIA_LITORAL_NORTE	2016	142
JORNALISMO	2016	215
JORNALISMO	2016	235
LETRAS	2016	946
LETRAS	2016	1022
MATEMATICA	2016	420
MATEMATICA	2016	439
MEDICINA	2016	862
MEDICINA	2016	892
MEDICINA_VETERINARIA	2016	562
MEDICINA_VETERINARIA	2016	589
MUSEOLOGIA	2016	131
MUSEOLOGIA	2016	132
MUSICA	2016	308
MUSICA	2016	322
NUTRICAO	2016	285
NUTRICAO	2016	294
ODONTOLOGIA	2016	582
ODONTOLOGIA	2016	596
PEDAGOGIA	2016	482
PEDAGOGIA	2016	503
PEDAGOGIA_EAD	2016	215
PEDAGOGIA_EAD	2016	215
POLITICAS_PUBLICAS	2016	200
POLITICAS_PUBLICAS	2016	204
PSICOLOGIA	2016	369
PSICOLOGIA	2016	381
QUIMICA	2016	543
QUIMICA	2016	579
RELACOES_INTERNACIONAIS	2016	251
RELACOES_INTERNACIONAIS	2016	263
RELACOES_PUBLICAS	2016	219
RELACOES_PUBLICAS	2016	242
SAUDE_COLETIVA	2016	209
SAUDE_COLETIVA	2016	213
SERVICO_SOCIAL	2016	143
SERVICO_SOCIAL	2016	154
TEATRO	2016	180
TEATRO	2016	187
ZOOTECNIA	2016	162
ZOOTECNIA	2016	175
ADMINISTRACAO	2017	1494
ADMINISTRACAO	2017	1540
ADMINISTRACAO_PUBLICA_E_SOCIAL	2017	147
ADMINISTRACAO_PUBLICA_E_SOCIAL	2017	168
AGRONOMIA	2017	442
AGRONOMIA	2017	474
ARQUITETURA_E_URBANISMO	2017	589
ARQUITETURA_E_URBANISMO	2017	610
ARQUIVOLOGIA	2017	134
ARQUIVOLOGIA	2017	149
ARTES_VISUAIS	2017	483
ARTES_VISUAIS	2017	536
BACHARELADO_EM_DESENVOLVIMENTO_RURAL_EAD	2017	170
BACHARELADO_EM_DESENVOLVIMENTO_RURAL_EAD	2017	173
BIBLIOTECONOMIA	2017	302
BIBLIOTECONOMIA	2017	303
BIOMEDICINA	2017	158
BIOMEDICINA	2017	166
BIOTECNOLOGIA	2017	97
BIOTECNOLOGIA	2017	106
CIENCIA_DA_COMPUTACAO	2017	605
CIENCIA_DA_COMPUTACAO	2017	609
CIENCIAS_ATUARIAIS	2017	196
CIENCIAS_ATUARIAIS	2017	218
CIENCIAS_BIOLOGICAS	2017	568
CIENCIAS_BIOLOGICAS	2017	577
CIENCIAS_BIOLOGICAS_CECLIMAR	2017	70
CIENCIAS_BIOLOGICAS_CECLIMAR	2017	121
CIENCIAS_CONTABEIS	2017	715
CIENCIAS_CONTABEIS	2017	751
CIENCIAS_ECONOMICAS	2017	757
CIENCIAS_ECONOMICAS	2017	760
CIENCIAS_JURIDICAS_E_SOCIAIS	2017	1628
CIENCIAS_JURIDICAS_E_SOCIAIS	2017	1696
CIENCIAS_SOCIAIS	2017	779
CIENCIAS_SOCIAIS	2017	861
COMUNICACAO_SOCIAL	2017	237
COMUNICACAO_SOCIAL	2017	253
DANCA	2017	154
DANCA	2017	168
DESENVOLVIMENTO_REGIONAL_LITORAL_NORTE	2017	1
DESIGN_DE_PRODUTO	2017	223
DESIGN_DE_PRODUTO	2017	226
DESIGN_VISUAL	2017	224
DESIGN_VISUAL	2017	228
EDUCACAO_DO_CAMPO_LITORAL	2017	98
EDUCACAO_DO_CAMPO_LITORAL	2017	110
EDUCACAO_DO_CAMPO_PORTO_ALEGRE	2017	74
EDUCACAO_DO_CAMPO_PORTO_ALEGRE	2017	79
EDUCACAO_FISICA	2017	858
EDUCACAO_FISICA	2017	882
ENFERMAGEM	2017	448
ENFERMAGEM	2017	481
ENGENHARIA_AMBIENTAL	2017	187
ENGENHARIA_AMBIENTAL	2017	202
ENGENHARIA_CARTOGRAFICA	2017	152
ENGENHARIA_CARTOGRAFICA	2017	157
ENGENHARIA_CIVIL	2017	971
ENGENHARIA_CIVIL	2017	1004
ENGENHARIA_DE_ALIMENTOS	2017	167
ENGENHARIA_DE_ALIMENTOS	2017	172
ENGENHARIA_DE_COMPUTACAO	2017	365
ENGENHARIA_DE_COMPUTACAO	2017	367
ENGENHARIA_DE_CONTROLE_E_AUTOMACAO	2017	194
ENGENHARIA_DE_CONTROLE_E_AUTOMACAO	2017	203
ENGENHARIA_DE_ENERGIA	2017	157
ENGENHARIA_DE_ENERGIA	2017	166
ENGENHARIA_DE_GESTAO_DE_ENERGIA_LITORAL_NORTE	2017	6
ENGENHARIA_DE_MATERIAIS	2017	171
ENGENHARIA_DE_MATERIAIS	2017	194
ENGENHARIA_DE_MINAS	2017	151
ENGENHARIA_DE_MINAS	2017	175
ENGENHARIA_DE_PRODUCAO	2017	381
ENGENHARIA_DE_PRODUCAO	2017	381
ENGENHARIA_DE_SERVICOS_LITORAL_NORTE	2017	1
ENGENHARIA_ELETRICA	2017	468
ENGENHARIA_ELETRICA	2017	476
ENGENHARIA_FISICA	2017	144
ENGENHARIA_FISICA	2017	155
ENGENHARIA_HIDRICA	2017	94
ENGENHARIA_HIDRICA	2017	105
ENGENHARIA_MECANICA	2017	713
ENGENHARIA_MECANICA	2017	729
ENGENHARIA_METALURGICA	2017	281
ENGENHARIA_METALURGICA	2017	305
ENGENHARIA_QUIMICA	2017	541
ENGENHARIA_QUIMICA	2017	541
ESTATISTICA	2017	145
ESTATISTICA	2017	161
FARMACIA	2017	565
FARMACIA	2017	574
FILOSOFIA	2017	325
FILOSOFIA	2017	328
FISICA	2017	469
FISICA	2017	527
FISIOTERAPIA	2017	168
FISIOTERAPIA	2017	180
FONOAUDIOLOGIA	2017	126
FONOAUDIOLOGIA	2017	139
GEOGRAFIA	2017	426
GEOGRAFIA	2017	439
GEOLOGIA	2017	219
GEOLOGIA	2017	227
HISTORIA	2017	674
HISTORIA	2017	724
HISTORIA_DA_ARTE	2017	142
HISTORIA_DA_ARTE	2017	153
INTERDISCIPLINAR_EM_CIENCIA_E_TECNOLOGIA_LITORAL_NORTE	2017	118
INTERDISCIPLINAR_EM_CIENCIA_E_TECNOLOGIA_LITORAL_NORTE	2017	137
JORNALISMO	2017	228
JORNALISMO	2017	230
LETRAS	2017	931
LETRAS	2017	1045
MATEMATICA	2017	434
MATEMATICA	2017	455
MEDICINA	2017	890
MEDICINA	2017	896
MEDICINA_VETERINARIA	2017	605
MEDICINA_VETERINARIA	2017	615
MUSEOLOGIA	2017	124
MUSEOLOGIA	2017	141
MUSICA	2017	310
MUSICA	2017	331
NUTRICAO	2017	281
NUTRICAO	2017	283
ODONTOLOGIA	2017	565
ODONTOLOGIA	2017	583
PEDAGOGIA	2017	474
PEDAGOGIA	2017	474
PEDAGOGIA_EAD	2017	194
PEDAGOGIA_EAD	2017	200
POLITICAS_PUBLICAS	2017	189
POLITICAS_PUBLICAS	2017	213
PSICOLOGIA	2017	385
PSICOLOGIA	2017	398
QUIMICA	2017	569
QUIMICA	2017	579
RELACOES_INTERNACIONAIS	2017	256
RELACOES_INTERNACIONAIS	2017	258
RELACOES_PUBLICAS	2017	240
RELACOES_PUBLICAS	2017	247
SAUDE_COLETIVA	2017	194
SAUDE_COLETIVA	2017	208
SERVICO_SOCIAL	2017	141
SERVICO_SOCIAL	2017	154
TEATRO	2017	190
TEATRO	2017	198
ZOOTECNIA	2017	182
ZOOTECNIA	2017	186
